filename,date,topics,keywords
CREC-1997-04-24-pt1-PgD384.pdf,"April 24, 1997",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1995-05-25-pt1-PgD670.pdf,"May 25, 1995",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2002-01-29-pt1-PgD40.pdf,"January 29, 2002",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2005-09-21-pt1-PgD944.pdf,"September 21, 2005",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2025-03-03-pt1-PgD207.pdf,"March 3, 2025",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-1999-07-28-pt1-PgD877.pdf,"July 28, 1999",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2005-02-15-pt1-PgD97.pdf,"February 15, 2005",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2016-04-19-pt1-PgD399.pdf,"April 19, 2016",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2024-04-30-pt1-PgD417.pdf,"April 30, 2024",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-1996-06-24-pt1-PgD660-2.pdf,"June 24, 1996",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2009-03-03-pt1-PgD202.pdf,"March 3, 2009",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2011-10-04-pt1-PgD1044.pdf,"October 4, 2011",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-1997-09-19-pt1-PgD978-4.pdf,"September 19, 1997",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-2004-07-20-pt2-PgD807.pdf,"July 20, 2004",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-1997-09-23-pt1-PgD988.pdf,"September 23, 1997",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2015-05-06-pt1-PgD501.pdf,"May 6, 2015",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2004-07-21-pt2-PgD817.pdf,"July 21, 2004",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-1995-05-19-pt1-PgD636-4.pdf,"May 19, 1995",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2003-04-09-pt2-PgD382.pdf,"April 9, 2003",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-1999-07-21-pt1-PgD842.pdf,"July 21, 1999",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2000-06-19-pt1-PgD620.pdf,"June 19, 2000",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2000-09-08-pt1-PgD880-4.pdf,"September 8, 2000",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2015-01-21-pt1-PgD45.pdf,"January 21, 2015",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2013-03-22-pt1-PgD265.pdf,"March 22, 2013",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1997-09-22-pt1-PgD984-3.pdf,"September 22, 1997",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2005-01-04-pt1-PgD6-2.pdf,"January 4, 2005",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2003-07-16-pt1-PgD832.pdf,"July 16, 2003",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2018-11-16-pt1-PgD1186-3.pdf,"November 16, 2018",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1997-05-07-pt1-PgD443.pdf,"May 7, 1997",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1997-10-31-pt1-PgD1186.pdf,"October 31, 1997",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-1995-03-07-pt1-PgD299.pdf,"March 7, 1995",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-2000-02-29-pt1-PgD138.pdf,"February 29, 2000",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2016-04-18-pt1-PgD387.pdf,"April 18, 2016",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-2015-01-26-pt1-PgD57.pdf,"January 26, 2015",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1998-07-31-pt1-PgD879.pdf,"July 31, 1998",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2008-04-02-pt1-PgD359.pdf,"April 2, 2008",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-1995-07-13-pt1-PgD850.pdf,"July 13, 1995",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2000-03-27-pt1-PgD266.pdf,"March 27, 2000",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1995-07-20-pt1-PgD889.pdf,"July 20, 1995",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2005-07-19-pt1-PgD778.pdf,"July 19, 2005",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2016-04-20-pt1-PgD410-2.pdf,"April 20, 2016",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2015-03-25-pt1-PgD335.pdf,"March 25, 2015",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2005-09-27-pt1-PgD970.pdf,"September 27, 2005",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2017-10-19-pt1-PgD1101.pdf,"October 19, 2017",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2005-04-28-pt2-PgD426-3.pdf,"April 28, 2005",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2014-07-29-pt1-PgD873.pdf,"July 29, 2014",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2025-02-24-pt1-PgD177.pdf,"February 24, 2025",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-1997-05-08-pt1-PgD450.pdf,"May 8, 1997",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2015-09-29-pt1-PgD1026-2.pdf,"September 29, 2015",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2018-07-16-pt1-PgD817.pdf,"July 16, 2018",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-1996-06-19-pt2-PgD638.pdf,"June 19, 1996",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2015-03-26-pt2-PgD349.pdf,"March 26, 2015",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2005-07-18-pt1-PgD770-2.pdf,"July 18, 2005",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2016-09-06-pt1-PgD872-2.pdf,"September 6, 2016",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2003-05-21-pt2-PgD566.pdf,"May 21, 2003",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2014-07-17-pt1-PgD809.pdf,"July 17, 2014",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2018-07-16-pt1-PgD816.pdf,"July 16, 2018",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2004-12-08-pt1-PgD1128.pdf,"December 8, 2004",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2016-07-13-pt1-PgD805.pdf,"July 13, 2016",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2002-03-19-pt1-PgD258.pdf,"March 19, 2002",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-1995-02-23-pt1-PgD231.pdf,"February 23, 1995",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1995-03-16-pt1-PgD363.pdf,"March 16, 1995",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-1995-07-12-pt1-PgD844.pdf,"July 12, 1995",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2016-06-14-pt1-PgD657-2.pdf,"June 14, 2016",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-1995-09-29-pt1-PgD1167.pdf,"September 29, 1995",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1997-09-29-pt1-PgD1028.pdf,"September 29, 1997",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-1995-05-09-pt1-PgD570.pdf,"May 9, 1995",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-1996-03-19-pt1-PgD230.pdf,"March 19, 1996",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2000-01-27-pt1-PgD30-2.pdf,"January 27, 2000",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2015-01-27-pt1-PgD63.pdf,"January 27, 2015",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2016-02-01-pt1-PgD79-2.pdf,"February 1, 2016",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2001-03-23-pt1-PgD260-3.pdf,"March 23, 2001",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-2002-06-25-pt1-PgD678.pdf,"June 25, 2002",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2015-09-28-pt1-PgD1022-2.pdf,"September 28, 2015",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2016-07-12-pt1-PgD786.pdf,"July 12, 2016",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2004-11-19-pt3-PgD1096.pdf,"November 19, 2004",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2003-07-11-pt1-PgD798-3.pdf,"July 11, 2003",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2007-05-09-pt1-PgD649.pdf,"May 9, 2007",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2011-12-06-pt1-PgD1320.pdf,"December 6, 2011",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-1996-09-16-pt1-PgD946-2.pdf,"September 16, 1996",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2015-01-22-pt1-PgD51.pdf,"January 22, 2015",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2006-03-15-pt1-PgD250-2.pdf,"March 15, 2006",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-1997-03-21-pt1-PgD290-3.pdf,"March 21, 1997",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2007-05-04-pt1-PgD622-6.pdf,"May 4, 2007",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-1996-07-23-pt1-PgD794-2.pdf,"July 23, 1996",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2024-07-23-pt1-PgD748.pdf,"July 23, 2024",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2024-12-16-pt1-PgD1143-2.pdf,"December 16, 2024",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2003-06-24-pt1-PgD726.pdf,"June 24, 2003",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2000-06-16-pt1-PgD612-4.pdf,"June 16, 2000",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2009-02-27-pt1-PgD187.pdf,"February 27, 2009",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2013-09-10-pt1-PgD846.pdf,"September 10, 2013",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-1998-10-08-pt2-PgD1126.pdf,"October 8, 1998",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1997-05-06-pt1-PgD433.pdf,"May 6, 1997",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2000-02-02-pt1-PgD48-2 (1).pdf,"February 2, 2000",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-1997-04-10-pt1-PgD319.pdf,"April 10, 1997",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2015-05-04-pt1-PgD488-5.pdf,"May 4, 2015",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-2000-03-23-pt1-PgD260-2.pdf,"March 23, 2000",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-1998-07-10-pt1-PgD742-4.pdf,"July 10, 1998",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-1996-09-13-pt1-PgD938-4.pdf,"September 13, 1996",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-1995-04-06-pt2-PgD494.pdf,"April 6, 1995",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2002-03-20-pt1-PgD269.pdf,"March 20, 2002",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2001-05-23-pt1-PgD499.pdf,"May 23, 2001",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2016-04-21-pt1-PgD417.pdf,"April 21, 2016",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-1999-07-20-pt1-PgD831.pdf,"July 20, 1999",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2003-06-20-pt1-PgD703-4.pdf,"June 20, 2003",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2005-07-13-pt1-PgD743.pdf,"July 13, 2005",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2025-02-26-pt1-PgD192-2.pdf,"February 26, 2025",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2001-03-27-pt1-PgD273.pdf,"March 27, 2001",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1995-07-19-pt1-PgD883.pdf,"July 19, 1995",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2023-10-24-pt1-PgD1073-2.pdf,"October 24, 2023",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-1995-02-24-pt1-PgD241.pdf,"February 24, 1995",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-2014-07-14-pt1-PgD777.pdf,"July 14, 2014",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2005-09-15-pt1-PgD925.pdf,"September 15, 2005",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2011-10-13-pt1-PgD1095.pdf,"October 13, 2011",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-1999-10-18-pt1-PgD1149.pdf,"October 18, 1999",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2002-07-17-pt1-PgD770.pdf,"July 17, 2002",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2018-11-09-pt1-PgD1159-3.pdf,"November 9, 2018",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2001-03-21-pt1-PgD248-2.pdf,"March 21, 2001",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2016-02-03-pt1-PgD96.pdf,"February 3, 2016",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2017-09-07-pt1-PgD936.pdf,"September 7, 2017",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2011-12-05-pt1-PgD1315-2.pdf,"December 5, 2011",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2014-07-28-pt1-PgD857-4.pdf,"July 28, 2014",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2016-06-14-pt1-PgD655.pdf,"June 14, 2016",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-1997-05-06-pt1-PgD431.pdf,"May 6, 1997",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2004-12-07-pt1-PgD1122-2.pdf,"December 7, 2004",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2017-02-10-pt1-PgD143-4.pdf,"February 10, 2017",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2016-03-15-pt1-PgD256.pdf,"March 15, 2016",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1995-08-09-pt1-PgD1013.pdf,"August 9, 1995",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2017-02-14-pt1-PgD156.pdf,"February 14, 2017",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2015-09-25-pt1-PgD1012-3.pdf,"September 25, 2015",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2015-05-05-pt1-PgD496-2.pdf,"May 5, 2015",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-1995-07-28-pt1-PgD948.pdf,"July 28, 1995",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2003-04-03-pt2-PgD352.pdf,"April 3, 2003",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2016-03-14-pt1-PgD246.pdf,"March 14, 2016",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2005-05-03-pt1-PgD434.pdf,"May 3, 2005",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2015-05-15-pt1-PgD550-3.pdf,"May 15, 2015",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-2000-03-01-pt1-PgD145.pdf,"March 1, 2000",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2001-05-23-pt1-PgD501.pdf,"May 23, 2001",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2000-02-02-pt1-PgD48-2.pdf,"February 2, 2000",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-1998-03-05-pt1-PgD180.pdf,"March 5, 1998",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2011-10-05-pt1-PgD1050.pdf,"October 5, 2011",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2016-02-02-pt1-PgD89.pdf,"February 2, 2016",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-1995-06-21-pt1-PgD769.pdf,"June 21, 1995",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2009-09-21-pt1-PgD1065.pdf,"September 21, 2009",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2001-04-03-pt1-PgD308.pdf,"April 3, 2001",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2002-07-08-pt1-PgD713.pdf,"July 8, 2002",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2001-05-04-pt1-PgD397-5.pdf,"May 4, 2001",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-2001-05-08-pt1-PgD409.pdf,"May 8, 2001",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-2011-10-06-pt1-PgD1062-2.pdf,"October 6, 2011",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2025-10-03-pt1-PgD997-2.pdf,"October 3, 2025",5,"states, united, subcommittee, national, entitled, state, vote, district, rept, house"
CREC-2017-02-15-pt1-PgD160-2.pdf,"February 15, 2017",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-1995-03-07-pt1-PgD299-2.pdf,"March 7, 1995",4,"subcommittee, march, federal, fiscal, year, national, hearings, rayburn, services, states"
CREC-1996-03-15-pt1-PgD211-4.pdf,"March 15, 1996",6,"subcommittee, department, defense, security, united, national, states, entitled, veterans, affairs"
CREC-2001-05-09-pt1-PgD419.pdf,"May 9, 2001",2,"senate, amendment, vote, yeas, fund, neutral, reserve, nays, states, united"
CREC-1995-08-02-pt1-PgD976.pdf,"August 2, 1995",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2015-06-03-pt1-PgD639.pdf,"June 3, 2015",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-1996-07-19-pt1-PgD776-5.pdf,"July 19, 1996",7,"subcommittee, march, year, fiscal, hold, hearings, april, national, rayburn, federal"
CREC-1996-03-20-pt1-PgD238.pdf,"March 20, 1996",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-2014-02-27-pt1-PgD191.pdf,"February 27, 2014",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2002-06-21-pt1-PgD660-2.pdf,"June 21, 2002",1,"house, subcommittee, vote, department, public, roll, rule, national, heard, states"
CREC-2003-05-14-pt2-PgD526.pdf,"May 14, 2003",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
CREC-1996-09-17-pt1-PgD954.pdf,"September 17, 1996",0,"subcommittee, states, senate, june, united, house, public, national, federal, service"
CREC-1995-08-03-pt2-PgD982.pdf,"August 3, 1995",3,"subcommittee, states, united, federal, house, national, state, examine, public, rayburn"
